CustomerID,segment_name
13724.0,At-Risk / Churned
13727.0,At-Risk / Churned
13728.0,Growing Repeat
13729.0,Growing Repeat
13733.0,Low-Value / One-Time
13734.0,Bulk / Wholesale
13735.0,High-Value Loyal
13736.0,Growing Repeat
13738.0,Low-Value / One-Time
13739.0,At-Risk / Churned
13740.0,Growing Repeat
13745.0,Low-Value / One-Time
13746.0,Low-Value / One-Time
13747.0,Low-Value / One-Time
13748.0,Growing Repeat
13750.0,Growing Repeat
13752.0,At-Risk / Churned
13753.0,Growing Repeat
13754.0,Low-Value / One-Time
13756.0,High-Value Loyal
13757.0,At-Risk / Churned
13758.0,High-Value Loyal
13760.0,Growing Repeat
13761.0,Growing Repeat
13762.0,Bulk / Wholesale
13763.0,Growing Repeat
13764.0,Growing Repeat
13765.0,At-Risk / Churned
13766.0,Low-Value / One-Time
13767.0,High-Value Loyal
13768.0,At-Risk / Churned
13769.0,High-Value Loyal
13770.0,Growing Repeat
13771.0,Growing Repeat
13772.0,Growing Repeat
13773.0,Low-Value / One-Time
13775.0,At-Risk / Churned
13776.0,Bulk / Wholesale
13777.0,High-Value Loyal
13778.0,Growing Repeat
13779.0,At-Risk / Churned
13780.0,Low-Value / One-Time
13781.0,At-Risk / Churned
13782.0,Growing Repeat
13783.0,Bulk / Wholesale
13784.0,Low-Value / One-Time
13785.0,Low-Value / One-Time
13786.0,Growing Repeat
13787.0,Growing Repeat
13788.0,At-Risk / Churned
13789.0,Low-Value / One-Time
13792.0,Low-Value / One-Time
13793.0,At-Risk / Churned
13794.0,At-Risk / Churned
13795.0,Growing Repeat
13796.0,Low-Value / One-Time
13797.0,Growing Repeat
13798.0,High-Value Loyal
13799.0,Growing Repeat
13800.0,Growing Repeat
13802.0,High-Value Loyal
13803.0,Growing Repeat
13804.0,Low-Value / One-Time
13807.0,Low-Value / One-Time
13809.0,Low-Value / One-Time
13813.0,Growing Repeat
13814.0,Low-Value / One-Time
13815.0,Growing Repeat
13818.0,Low-Value / One-Time
13819.0,Growing Repeat
13820.0,Growing Repeat
13821.0,Growing Repeat
13823.0,Growing Repeat
13824.0,Growing Repeat
13825.0,At-Risk / Churned
13829.0,Bulk / Wholesale
13830.0,At-Risk / Churned
13831.0,High-Value Loyal
13832.0,Low-Value / One-Time
13833.0,Low-Value / One-Time
13834.0,At-Risk / Churned
13835.0,Low-Value / One-Time
13836.0,Low-Value / One-Time
13838.0,Growing Repeat
13839.0,At-Risk / Churned
13840.0,Low-Value / One-Time
13842.0,High-Value Loyal
13843.0,Low-Value / One-Time
13846.0,Low-Value / One-Time
13847.0,At-Risk / Churned
13848.0,Bulk / Wholesale
13849.0,Growing Repeat
13851.0,Growing Repeat
13852.0,At-Risk / Churned
13854.0,High-Value Loyal
13855.0,Growing Repeat
13856.0,Growing Repeat
13857.0,Growing Repeat
13859.0,At-Risk / Churned
13861.0,Low-Value / One-Time
13862.0,Low-Value / One-Time
13863.0,Growing Repeat
13864.0,Bulk / Wholesale
13869.0,High-Value Loyal
13870.0,High-Value Loyal
13871.0,Growing Repeat
13872.0,Growing Repeat
13873.0,Growing Repeat
13874.0,Growing Repeat
13875.0,High-Value Loyal
13877.0,Low-Value / One-Time
13878.0,Growing Repeat
13879.0,At-Risk / Churned
13880.0,Growing Repeat
13881.0,High-Value Loyal
13883.0,High-Value Loyal
13884.0,Growing Repeat
13888.0,Growing Repeat
13889.0,Growing Repeat
13890.0,Growing Repeat
13891.0,Growing Repeat
13892.0,Bulk / Wholesale
13895.0,Growing Repeat
13896.0,At-Risk / Churned
13897.0,Growing Repeat
13898.0,Low-Value / One-Time
13900.0,Growing Repeat
13901.0,High-Value Loyal
13902.0,High-Value Loyal
13903.0,Low-Value / One-Time
13905.0,At-Risk / Churned
13906.0,Low-Value / One-Time
13907.0,At-Risk / Churned
13909.0,Low-Value / One-Time
13911.0,High-Value Loyal
13912.0,Low-Value / One-Time
13913.0,At-Risk / Churned
13915.0,Low-Value / One-Time
13916.0,Growing Repeat
13919.0,Growing Repeat
13920.0,Growing Repeat
13921.0,Growing Repeat
13922.0,Low-Value / One-Time
13927.0,Low-Value / One-Time
13929.0,High-Value Loyal
13931.0,High-Value Loyal
13935.0,Growing Repeat
13936.0,Low-Value / One-Time
13937.0,Low-Value / One-Time
13939.0,Growing Repeat
13941.0,High-Value Loyal
13942.0,Bulk / Wholesale
13943.0,At-Risk / Churned
13944.0,At-Risk / Churned
13945.0,Growing Repeat
13946.0,Growing Repeat
13948.0,Low-Value / One-Time
13952.0,High-Value Loyal
13953.0,Bulk / Wholesale
13955.0,Low-Value / One-Time
13957.0,Low-Value / One-Time
13958.0,High-Value Loyal
13959.0,Low-Value / One-Time
13961.0,Low-Value / One-Time
13962.0,Low-Value / One-Time
13963.0,High-Value Loyal
13964.0,Low-Value / One-Time
13965.0,Growing Repeat
13966.0,Low-Value / One-Time
13967.0,Low-Value / One-Time
13968.0,Low-Value / One-Time
13969.0,High-Value Loyal
13970.0,Bulk / Wholesale
13971.0,Growing Repeat
13974.0,At-Risk / Churned
13975.0,Growing Repeat
13976.0,Growing Repeat
13977.0,Low-Value / One-Time
13979.0,Growing Repeat
13980.0,Growing Repeat
13981.0,Low-Value / One-Time
13982.0,Growing Repeat
13983.0,High-Value Loyal
13984.0,Growing Repeat
13985.0,High-Value Loyal
13987.0,Growing Repeat
13988.0,Low-Value / One-Time
13989.0,Growing Repeat
13992.0,Low-Value / One-Time
13993.0,High-Value Loyal
13995.0,High-Value Loyal
13996.0,Growing Repeat
13997.0,Low-Value / One-Time
13998.0,Low-Value / One-Time
13999.0,High-Value Loyal
14000.0,Growing Repeat
14001.0,Growing Repeat
14003.0,At-Risk / Churned
14004.0,Growing Repeat
14006.0,Growing Repeat
14007.0,At-Risk / Churned
14008.0,Low-Value / One-Time
14009.0,Low-Value / One-Time
14010.0,At-Risk / Churned
14011.0,Low-Value / One-Time
14013.0,Low-Value / One-Time
14014.0,Growing Repeat
14016.0,High-Value Loyal
14017.0,At-Risk / Churned
14018.0,At-Risk / Churned
14020.0,Low-Value / One-Time
14021.0,Growing Repeat
14022.0,Low-Value / One-Time
14024.0,Low-Value / One-Time
14025.0,High-Value Loyal
14026.0,Growing Repeat
14028.0,Bulk / Wholesale
14030.0,High-Value Loyal
14031.0,High-Value Loyal
14032.0,Growing Repeat
14033.0,Bulk / Wholesale
14035.0,Growing Repeat
14037.0,Growing Repeat
14038.0,Growing Repeat
14039.0,At-Risk / Churned
14040.0,High-Value Loyal
14042.0,At-Risk / Churned
14043.0,Low-Value / One-Time
14044.0,Growing Repeat
14045.0,High-Value Loyal
14047.0,High-Value Loyal
14048.0,Low-Value / One-Time
14049.0,High-Value Loyal
14051.0,High-Value Loyal
14052.0,Low-Value / One-Time
14053.0,Bulk / Wholesale
14055.0,Bulk / Wholesale
14057.0,Growing Repeat
14058.0,Low-Value / One-Time
14060.0,High-Value Loyal
14061.0,Bulk / Wholesale
14062.0,High-Value Loyal
14063.0,High-Value Loyal
14064.0,Growing Repeat
14065.0,Growing Repeat
14068.0,Growing Repeat
14069.0,Low-Value / One-Time
14070.0,At-Risk / Churned
14072.0,At-Risk / Churned
14074.0,At-Risk / Churned
14075.0,Growing Repeat
14077.0,Low-Value / One-Time
14078.0,Growing Repeat
14079.0,Bulk / Wholesale
14080.0,Growing Repeat
14081.0,High-Value Loyal
14082.0,Low-Value / One-Time
14083.0,Low-Value / One-Time
14084.0,At-Risk / Churned
14085.0,High-Value Loyal
14086.0,At-Risk / Churned
14087.0,Growing Repeat
14088.0,High-Value Loyal
14091.0,Bulk / Wholesale
14092.0,High-Value Loyal
14094.0,Low-Value / One-Time
14095.0,At-Risk / Churned
14097.0,Low-Value / One-Time
14099.0,Growing Repeat
14101.0,High-Value Loyal
14104.0,Growing Repeat
14105.0,High-Value Loyal
14106.0,Bulk / Wholesale
14107.0,Growing Repeat
14108.0,At-Risk / Churned
14110.0,High-Value Loyal
14112.0,High-Value Loyal
14113.0,High-Value Loyal
14114.0,Growing Repeat
14115.0,Low-Value / One-Time
14118.0,Low-Value / One-Time
14119.0,Low-Value / One-Time
14122.0,Low-Value / One-Time
14123.0,At-Risk / Churned
14126.0,Low-Value / One-Time
14127.0,Growing Repeat
14128.0,At-Risk / Churned
14129.0,Growing Repeat
14130.0,Growing Repeat
14131.0,At-Risk / Churned
14133.0,At-Risk / Churned
14134.0,High-Value Loyal
14135.0,High-Value Loyal
14136.0,Growing Repeat
14137.0,At-Risk / Churned
14139.0,Growing Repeat
14142.0,Growing Repeat
14144.0,At-Risk / Churned
14145.0,Bulk / Wholesale
14146.0,High-Value Loyal
14147.0,Growing Repeat
14148.0,Low-Value / One-Time
14151.0,At-Risk / Churned
14152.0,Growing Repeat
14153.0,Low-Value / One-Time
14154.0,High-Value Loyal
14156.0,High-Value Loyal
14157.0,Low-Value / One-Time
14159.0,High-Value Loyal
14160.0,High-Value Loyal
14161.0,Growing Repeat
14163.0,Low-Value / One-Time
14166.0,Low-Value / One-Time
14167.0,Growing Repeat
14168.0,Low-Value / One-Time
14169.0,Low-Value / One-Time
14170.0,Growing Repeat
14171.0,At-Risk / Churned
14172.0,At-Risk / Churned
14173.0,At-Risk / Churned
14175.0,High-Value Loyal
14176.0,Low-Value / One-Time
14177.0,Growing Repeat
14180.0,Growing Repeat
14181.0,Low-Value / One-Time
14182.0,Low-Value / One-Time
14183.0,Low-Value / One-Time
14186.0,Growing Repeat
14187.0,Low-Value / One-Time
14189.0,Growing Repeat
14190.0,At-Risk / Churned
14191.0,Low-Value / One-Time
14192.0,Low-Value / One-Time
14193.0,Low-Value / One-Time
14194.0,High-Value Loyal
14195.0,Bulk / Wholesale
14197.0,Low-Value / One-Time
14198.0,Growing Repeat
14199.0,Bulk / Wholesale
14200.0,At-Risk / Churned
14201.0,Low-Value / One-Time
14202.0,Low-Value / One-Time
14203.0,Low-Value / One-Time
14204.0,Growing Repeat
14205.0,Growing Repeat
14206.0,Growing Repeat
14207.0,At-Risk / Churned
14208.0,At-Risk / Churned
14209.0,High-Value Loyal
14210.0,High-Value Loyal
14211.0,Growing Repeat
14212.0,Bulk / Wholesale
14213.0,Bulk / Wholesale
14215.0,Growing Repeat
14216.0,Low-Value / One-Time
14217.0,Growing Repeat
14219.0,Low-Value / One-Time
14220.0,Bulk / Wholesale
14221.0,High-Value Loyal
14224.0,Growing Repeat
14225.0,Growing Repeat
14226.0,Low-Value / One-Time
14227.0,Growing Repeat
14228.0,Growing Repeat
14229.0,Growing Repeat
14230.0,Growing Repeat
14231.0,Low-Value / One-Time
14233.0,Growing Repeat
14235.0,Growing Repeat
14236.0,Growing Repeat
14237.0,Low-Value / One-Time
14238.0,At-Risk / Churned
14239.0,Growing Repeat
14240.0,Low-Value / One-Time
14241.0,At-Risk / Churned
14243.0,High-Value Loyal
14244.0,At-Risk / Churned
14247.0,Growing Repeat
14248.0,Growing Repeat
14249.0,High-Value Loyal
14252.0,Low-Value / One-Time
14253.0,Low-Value / One-Time
14254.0,Low-Value / One-Time
14255.0,Bulk / Wholesale
14256.0,Growing Repeat
14257.0,Growing Repeat
14258.0,High-Value Loyal
14260.0,Growing Repeat
14263.0,Low-Value / One-Time
14264.0,Growing Repeat
14265.0,Growing Repeat
14266.0,Low-Value / One-Time
14268.0,Low-Value / One-Time
14269.0,Low-Value / One-Time
14271.0,Low-Value / One-Time
14272.0,At-Risk / Churned
14274.0,At-Risk / Churned
14275.0,Growing Repeat
14276.0,Growing Repeat
14277.0,High-Value Loyal
14278.0,Low-Value / One-Time
14279.0,Bulk / Wholesale
14281.0,Low-Value / One-Time
14282.0,High-Value Loyal
14283.0,Growing Repeat
14284.0,At-Risk / Churned
14285.0,Growing Repeat
14286.0,High-Value Loyal
14290.0,Growing Repeat
14291.0,High-Value Loyal
14292.0,High-Value Loyal
14293.0,Growing Repeat
14294.0,Low-Value / One-Time
14295.0,Growing Repeat
14296.0,Low-Value / One-Time
14298.0,High-Value Loyal
14299.0,High-Value Loyal
14301.0,Growing Repeat
14302.0,Growing Repeat
14303.0,Low-Value / One-Time
14304.0,Growing Repeat
14306.0,Bulk / Wholesale
14307.0,Growing Repeat
14308.0,Bulk / Wholesale
14309.0,Growing Repeat
14310.0,Low-Value / One-Time
14311.0,At-Risk / Churned
14312.0,Growing Repeat
14314.0,Bulk / Wholesale
14315.0,At-Risk / Churned
14316.0,Growing Repeat
14318.0,Low-Value / One-Time
14319.0,Low-Value / One-Time
14320.0,Growing Repeat
14321.0,Growing Repeat
14322.0,Low-Value / One-Time
14324.0,Growing Repeat
14325.0,At-Risk / Churned
14326.0,Growing Repeat
14327.0,Growing Repeat
14328.0,Bulk / Wholesale
14329.0,High-Value Loyal
14330.0,At-Risk / Churned
14332.0,Growing Repeat
14334.0,Growing Repeat
14338.0,At-Risk / Churned
14339.0,Low-Value / One-Time
14341.0,High-Value Loyal
14342.0,Low-Value / One-Time
14343.0,Growing Repeat
14344.0,High-Value Loyal
14346.0,Growing Repeat
14347.0,At-Risk / Churned
14350.0,Low-Value / One-Time
14353.0,Low-Value / One-Time
14355.0,Growing Repeat
14358.0,Low-Value / One-Time
14361.0,At-Risk / Churned
14363.0,Low-Value / One-Time
14365.0,Growing Repeat
14366.0,Bulk / Wholesale
14369.0,At-Risk / Churned
14370.0,Growing Repeat
14372.0,Growing Repeat
14374.0,At-Risk / Churned
14375.0,Growing Repeat
14376.0,At-Risk / Churned
14378.0,At-Risk / Churned
14379.0,Growing Repeat
14380.0,At-Risk / Churned
14381.0,Low-Value / One-Time
14382.0,Low-Value / One-Time
14384.0,At-Risk / Churned
14388.0,High-Value Loyal
14389.0,Growing Repeat
14390.0,Growing Repeat
14391.0,At-Risk / Churned
14392.0,Low-Value / One-Time
14394.0,At-Risk / Churned
14395.0,High-Value Loyal
14396.0,Growing Repeat
14398.0,Low-Value / One-Time
14399.0,Growing Repeat
14400.0,Growing Repeat
14401.0,High-Value Loyal
14402.0,At-Risk / Churned
14403.0,Bulk / Wholesale
14404.0,Growing Repeat
14405.0,Bulk / Wholesale
14408.0,Bulk / Wholesale
14409.0,Growing Repeat
14410.0,Growing Repeat
14412.0,Growing Repeat
14413.0,Growing Repeat
14414.0,Low-Value / One-Time
14415.0,High-Value Loyal
14417.0,Low-Value / One-Time
14419.0,Low-Value / One-Time
14420.0,Growing Repeat
14421.0,Growing Repeat
14422.0,High-Value Loyal
14423.0,Bulk / Wholesale
14425.0,Growing Repeat
14426.0,High-Value Loyal
14427.0,Growing Repeat
14429.0,Low-Value / One-Time
14430.0,Growing Repeat
14431.0,Growing Repeat
14433.0,Low-Value / One-Time
14435.0,At-Risk / Churned
14436.0,Bulk / Wholesale
14437.0,Growing Repeat
14439.0,High-Value Loyal
14440.0,High-Value Loyal
14441.0,Growing Repeat
14442.0,Growing Repeat
14443.0,Growing Repeat
14444.0,Low-Value / One-Time
14445.0,Low-Value / One-Time
14446.0,Low-Value / One-Time
14447.0,Low-Value / One-Time
14449.0,Growing Repeat
14450.0,Low-Value / One-Time
14451.0,High-Value Loyal
14452.0,Low-Value / One-Time
14454.0,Growing Repeat
14455.0,Growing Repeat
14458.0,Low-Value / One-Time
14459.0,Growing Repeat
14460.0,Growing Repeat
14461.0,High-Value Loyal
14462.0,Low-Value / One-Time
14463.0,Bulk / Wholesale
14464.0,At-Risk / Churned
14465.0,High-Value Loyal
14466.0,Growing Repeat
14467.0,Growing Repeat
14468.0,At-Risk / Churned
14469.0,Growing Repeat
14470.0,Low-Value / One-Time
14471.0,At-Risk / Churned
14472.0,At-Risk / Churned
14474.0,At-Risk / Churned
14475.0,Low-Value / One-Time
14477.0,Bulk / Wholesale
14478.0,Growing Repeat
14479.0,Growing Repeat
14480.0,Growing Repeat
14481.0,Growing Repeat
14482.0,Growing Repeat
14483.0,At-Risk / Churned
14484.0,Growing Repeat
14486.0,Bulk / Wholesale
14487.0,Low-Value / One-Time
14489.0,Growing Repeat
14490.0,Growing Repeat
14491.0,Low-Value / One-Time
14492.0,Growing Repeat
14493.0,Growing Repeat
14494.0,Low-Value / One-Time
14495.0,At-Risk / Churned
14496.0,Growing Repeat
14497.0,At-Risk / Churned
14498.0,Growing Repeat
14499.0,Growing Repeat
14505.0,High-Value Loyal
14506.0,Growing Repeat
14507.0,Growing Repeat
14508.0,Growing Repeat
14509.0,At-Risk / Churned
14510.0,Growing Repeat
14512.0,Growing Repeat
14513.0,Bulk / Wholesale
14514.0,Growing Repeat
14515.0,Growing Repeat
14516.0,Low-Value / One-Time
14519.0,At-Risk / Churned
14521.0,Low-Value / One-Time
14522.0,At-Risk / Churned
14524.0,Growing Repeat
14525.0,High-Value Loyal
14526.0,Low-Value / One-Time
14527.0,High-Value Loyal
14530.0,High-Value Loyal
14531.0,Low-Value / One-Time
14532.0,Growing Repeat
14533.0,Growing Repeat
14534.0,Growing Repeat
14535.0,Growing Repeat
14537.0,At-Risk / Churned
14538.0,Growing Repeat
14540.0,Growing Repeat
14541.0,Growing Repeat
14543.0,High-Value Loyal
14544.0,Growing Repeat
14545.0,At-Risk / Churned
14546.0,Growing Repeat
14548.0,Growing Repeat
14549.0,Growing Repeat
14550.0,Low-Value / One-Time
14551.0,Growing Repeat
14552.0,Low-Value / One-Time
14553.0,Growing Repeat
14555.0,Growing Repeat
14556.0,Growing Repeat
14558.0,At-Risk / Churned
14559.0,Low-Value / One-Time
14560.0,High-Value Loyal
14562.0,Growing Repeat
14563.0,Growing Repeat
14564.0,Growing Repeat
14565.0,Low-Value / One-Time
14566.0,Bulk / Wholesale
14568.0,Growing Repeat
14569.0,Low-Value / One-Time
14570.0,Low-Value / One-Time
14571.0,Low-Value / One-Time
14572.0,Growing Repeat
14573.0,Growing Repeat
14574.0,At-Risk / Churned
14575.0,Low-Value / One-Time
14576.0,Low-Value / One-Time
14577.0,Low-Value / One-Time
14579.0,Low-Value / One-Time
14580.0,At-Risk / Churned
14581.0,At-Risk / Churned
14583.0,Growing Repeat
14584.0,Growing Repeat
14585.0,Growing Repeat
14588.0,At-Risk / Churned
14589.0,Low-Value / One-Time
14590.0,High-Value Loyal
14593.0,High-Value Loyal
14594.0,Low-Value / One-Time
14595.0,Low-Value / One-Time
14596.0,At-Risk / Churned
14597.0,Growing Repeat
14598.0,At-Risk / Churned
14599.0,Low-Value / One-Time
14600.0,Low-Value / One-Time
14602.0,At-Risk / Churned
14604.0,At-Risk / Churned
14605.0,Growing Repeat
14606.0,High-Value Loyal
14607.0,High-Value Loyal
14608.0,Growing Repeat
14609.0,Growing Repeat
14610.0,Low-Value / One-Time
14611.0,Growing Repeat
14612.0,Bulk / Wholesale
14613.0,At-Risk / Churned
14614.0,Low-Value / One-Time
14615.0,Growing Repeat
14616.0,Bulk / Wholesale
14617.0,Low-Value / One-Time
14618.0,Growing Repeat
14619.0,Low-Value / One-Time
14621.0,Growing Repeat
14623.0,Growing Repeat
14624.0,Growing Repeat
14625.0,High-Value Loyal
14626.0,Growing Repeat
14627.0,Low-Value / One-Time
14628.0,Growing Repeat
14630.0,Low-Value / One-Time
14631.0,Growing Repeat
14634.0,Growing Repeat
14635.0,Low-Value / One-Time
14637.0,At-Risk / Churned
14639.0,Growing Repeat
14640.0,Growing Repeat
14643.0,At-Risk / Churned
14644.0,Growing Repeat
14645.0,At-Risk / Churned
14646.0,High-Value Loyal
14647.0,At-Risk / Churned
14648.0,High-Value Loyal
14649.0,Growing Repeat
14650.0,At-Risk / Churned
14651.0,Growing Repeat
14653.0,Growing Repeat
14654.0,At-Risk / Churned
14655.0,Growing Repeat
14656.0,Low-Value / One-Time
14657.0,Low-Value / One-Time
14662.0,Growing Repeat
14663.0,Low-Value / One-Time
14665.0,Growing Repeat
14667.0,High-Value Loyal
14668.0,Low-Value / One-Time
14669.0,Growing Repeat
14670.0,At-Risk / Churned
14671.0,Growing Repeat
14672.0,Low-Value / One-Time
14673.0,Growing Repeat
14674.0,Low-Value / One-Time
14675.0,Low-Value / One-Time
14676.0,High-Value Loyal
14677.0,At-Risk / Churned
14678.0,At-Risk / Churned
14679.0,Growing Repeat
14680.0,High-Value Loyal
14681.0,Low-Value / One-Time
14682.0,Growing Repeat
14683.0,At-Risk / Churned
14684.0,Low-Value / One-Time
14685.0,High-Value Loyal
14686.0,Growing Repeat
14687.0,Low-Value / One-Time
14688.0,Growing Repeat
14690.0,Low-Value / One-Time
14692.0,Growing Repeat
14693.0,Growing Repeat
14694.0,At-Risk / Churned
14695.0,Growing Repeat
14696.0,Growing Repeat
14699.0,Growing Repeat
14700.0,Low-Value / One-Time
14701.0,Growing Repeat
14702.0,High-Value Loyal
14704.0,Low-Value / One-Time
14706.0,At-Risk / Churned
14707.0,Bulk / Wholesale
14708.0,Growing Repeat
14709.0,High-Value Loyal
14710.0,Growing Repeat
14712.0,Bulk / Wholesale
14713.0,High-Value Loyal
14714.0,Growing Repeat
14715.0,Growing Repeat
14716.0,Low-Value / One-Time
14717.0,At-Risk / Churned
14718.0,Low-Value / One-Time
14721.0,Low-Value / One-Time
14722.0,Low-Value / One-Time
14723.0,Growing Repeat
14724.0,At-Risk / Churned
14725.0,Growing Repeat
14726.0,At-Risk / Churned
14727.0,At-Risk / Churned
14728.0,Low-Value / One-Time
14729.0,Growing Repeat
14732.0,High-Value Loyal
14733.0,High-Value Loyal
14734.0,Growing Repeat
14735.0,High-Value Loyal
14736.0,Low-Value / One-Time
14737.0,Growing Repeat
14738.0,At-Risk / Churned
14739.0,High-Value Loyal
14740.0,High-Value Loyal
14741.0,Low-Value / One-Time
14742.0,Low-Value / One-Time
14743.0,At-Risk / Churned
14744.0,High-Value Loyal
14745.0,Growing Repeat
14746.0,Bulk / Wholesale
14748.0,Growing Repeat
14749.0,Low-Value / One-Time
14750.0,At-Risk / Churned
14751.0,At-Risk / Churned
14753.0,Low-Value / One-Time
14754.0,Growing Repeat
14755.0,High-Value Loyal
14756.0,Growing Repeat
14758.0,Growing Repeat
14761.0,Low-Value / One-Time
14762.0,At-Risk / Churned
14766.0,High-Value Loyal
14767.0,Low-Value / One-Time
14769.0,High-Value Loyal
14770.0,Growing Repeat
14771.0,At-Risk / Churned
14773.0,At-Risk / Churned
14774.0,At-Risk / Churned
14775.0,Low-Value / One-Time
14776.0,Growing Repeat
14777.0,Low-Value / One-Time
14783.0,At-Risk / Churned
14784.0,Low-Value / One-Time
14786.0,At-Risk / Churned
14787.0,Low-Value / One-Time
14788.0,At-Risk / Churned
14790.0,Growing Repeat
14791.0,At-Risk / Churned
14793.0,Low-Value / One-Time
14794.0,Low-Value / One-Time
14796.0,High-Value Loyal
14797.0,Low-Value / One-Time
14798.0,Growing Repeat
14799.0,At-Risk / Churned
14800.0,High-Value Loyal
14802.0,Bulk / Wholesale
14805.0,Growing Repeat
14806.0,Low-Value / One-Time
14807.0,Low-Value / One-Time
14809.0,At-Risk / Churned
14810.0,Low-Value / One-Time
14811.0,Low-Value / One-Time
14812.0,At-Risk / Churned
14813.0,Growing Repeat
14814.0,At-Risk / Churned
14817.0,Growing Repeat
14818.0,Low-Value / One-Time
14819.0,Low-Value / One-Time
14820.0,Growing Repeat
14821.0,Growing Repeat
14822.0,Low-Value / One-Time
14824.0,High-Value Loyal
14825.0,High-Value Loyal
14826.0,At-Risk / Churned
14828.0,High-Value Loyal
14829.0,Growing Repeat
14831.0,Growing Repeat
14832.0,Bulk / Wholesale
14833.0,At-Risk / Churned
14834.0,Low-Value / One-Time
14835.0,Bulk / Wholesale
14837.0,Growing Repeat
14838.0,Growing Repeat
14839.0,Growing Repeat
14840.0,At-Risk / Churned
14841.0,High-Value Loyal
14843.0,Low-Value / One-Time
14844.0,High-Value Loyal
14845.0,Bulk / Wholesale
14846.0,Low-Value / One-Time
14847.0,Growing Repeat
14848.0,Low-Value / One-Time
14849.0,High-Value Loyal
14850.0,Growing Repeat
14851.0,At-Risk / Churned
14852.0,High-Value Loyal
14853.0,Growing Repeat
14854.0,Growing Repeat
14855.0,High-Value Loyal
14857.0,Growing Repeat
14858.0,Low-Value / One-Time
14859.0,At-Risk / Churned
14861.0,Growing Repeat
14865.0,Low-Value / One-Time
14866.0,High-Value Loyal
14867.0,High-Value Loyal
14868.0,Growing Repeat
14869.0,Growing Repeat
14870.0,Growing Repeat
14871.0,Growing Repeat
14872.0,Growing Repeat
14873.0,At-Risk / Churned
14874.0,At-Risk / Churned
14875.0,Growing Repeat
14876.0,Low-Value / One-Time
14877.0,Low-Value / One-Time
14878.0,High-Value Loyal
14879.0,At-Risk / Churned
14882.0,High-Value Loyal
14884.0,At-Risk / Churned
14885.0,Bulk / Wholesale
14890.0,At-Risk / Churned
14891.0,Low-Value / One-Time
14892.0,At-Risk / Churned
14893.0,At-Risk / Churned
14894.0,Low-Value / One-Time
14895.0,High-Value Loyal
14896.0,Growing Repeat
14897.0,Growing Repeat
14898.0,Growing Repeat
14899.0,Growing Repeat
14900.0,At-Risk / Churned
14901.0,Growing Repeat
14902.0,Growing Repeat
14904.0,Growing Repeat
14905.0,Growing Repeat
14906.0,Bulk / Wholesale
14907.0,High-Value Loyal
14908.0,Low-Value / One-Time
14909.0,Growing Repeat
14911.0,High-Value Loyal
14912.0,Growing Repeat
14913.0,Growing Repeat
14915.0,Growing Repeat
14916.0,Growing Repeat
14917.0,Growing Repeat
14918.0,High-Value Loyal
14919.0,At-Risk / Churned
14920.0,At-Risk / Churned
14922.0,Growing Repeat
14924.0,At-Risk / Churned
14926.0,Bulk / Wholesale
14927.0,Low-Value / One-Time
14928.0,At-Risk / Churned
14929.0,Low-Value / One-Time
14930.0,Growing Repeat
14932.0,Low-Value / One-Time
14933.0,Bulk / Wholesale
14934.0,Growing Repeat
14935.0,Bulk / Wholesale
14936.0,High-Value Loyal
14938.0,Growing Repeat
14940.0,Low-Value / One-Time
14941.0,At-Risk / Churned
14942.0,Growing Repeat
14943.0,At-Risk / Churned
14944.0,High-Value Loyal
14945.0,Low-Value / One-Time
14947.0,Growing Repeat
14949.0,Low-Value / One-Time
14952.0,High-Value Loyal
14953.0,Growing Repeat
14954.0,At-Risk / Churned
14955.0,At-Risk / Churned
14956.0,Bulk / Wholesale
14957.0,At-Risk / Churned
14958.0,At-Risk / Churned
14961.0,High-Value Loyal
14962.0,At-Risk / Churned
14963.0,Growing Repeat
14966.0,Growing Repeat
14967.0,Growing Repeat
14968.0,Low-Value / One-Time
14969.0,At-Risk / Churned
14970.0,High-Value Loyal
14972.0,Low-Value / One-Time
14975.0,Low-Value / One-Time
14977.0,At-Risk / Churned
14978.0,Growing Repeat
14979.0,At-Risk / Churned
14980.0,At-Risk / Churned
14981.0,Low-Value / One-Time
14982.0,At-Risk / Churned
14983.0,At-Risk / Churned
14984.0,Bulk / Wholesale
14986.0,Low-Value / One-Time
14987.0,Bulk / Wholesale
14988.0,Growing Repeat
14989.0,At-Risk / Churned
14990.0,At-Risk / Churned
14991.0,Low-Value / One-Time
14992.0,Low-Value / One-Time
14993.0,At-Risk / Churned
14994.0,Growing Repeat
14996.0,Low-Value / One-Time
14997.0,At-Risk / Churned
14998.0,Low-Value / One-Time
14999.0,At-Risk / Churned
15001.0,Low-Value / One-Time
15002.0,Growing Repeat
15003.0,Growing Repeat
15005.0,High-Value Loyal
15006.0,Low-Value / One-Time
15008.0,Bulk / Wholesale
15011.0,Low-Value / One-Time
15012.0,Low-Value / One-Time
15013.0,Growing Repeat
15015.0,High-Value Loyal
15016.0,Low-Value / One-Time
15018.0,Low-Value / One-Time
15020.0,Low-Value / One-Time
15021.0,Growing Repeat
15022.0,At-Risk / Churned
15023.0,High-Value Loyal
15024.0,Growing Repeat
15025.0,At-Risk / Churned
15026.0,Low-Value / One-Time
15027.0,Growing Repeat
15028.0,Low-Value / One-Time
15029.0,At-Risk / Churned
